#,Score,Start Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
273H,4,4/14/2024 14:00,47,6-2sqrt3,14-Jan,5sqrt3,sqrt2,3sqrt29,25/98,(2pi-3sqrt3)/4,4,2,1,1,0,0,0,0,1,1,0,0,0:22:10,0:46:49,0:16:02,0:22:12,0:48:34,0:39:57,0:40:12,0:30:35,0:48:01,0:48:12
228F,1,4/14/2024 14:00,47,(3sqrt2)/2,sqrt3,6,5-Mar,22,98/25,(3/4 - (3sqrt3)/4)pi,13,2-Jan,1,0,0,0,0,0,0,0,0,0,0:02:22,0:05:28,0:45:31,0:45:38,0:45:43,0:46:00,0:29:19,0:35:06,0:46:06,0:46:10
277G,8,4/14/2024 14:00,47,6-2sqrt3,frac{sqrt7}{14},4sqrt3,frac{11}{14},2sqrt34,frac{25}{98},frac{pi}{2}-frac{3sqrt3}{4},sqrt201,,1,1,1,1,1,1,1,1,0,,0:01:08,0:02:47,0:05:44,0:09:23,0:13:31,0:16:44,0:24:27,0:24:41,0:41:46,
034H,8,4/14/2024 14:00,47,6-2sqrt3,sqrt{7}/14,4sqrt3,14-Nov,2sqrt34,25/98,pi/2-(3sqrt3)/4,18,(2sqrt{1+sqrt3})/3,1,1,1,1,1,1,1,1,0,0,0:01:42,0:05:05,0:05:15,0:11:21,0:15:59,0:28:12,0:36:14,0:37:21,0:48:34,0:47:21
083F,3,4/14/2024 14:00,47,(18-2sqrt3)/3,sqrt7/14,sqrt3/3,14-Nov,15,3-Feb,24pi,2024,2024,1,0,1,0,1,0,0,0,0,0,0:01:33,0:42:48,0:12:18,0:49:33,0:24:57,0:49:42,0:49:47,0:49:51,0:49:53,0:49:54
057F,7,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,11:14,2sqrt34,25:98,pi-(3sqrt3)/4,,,1,1,1,1,1,1,1,0,,,0:02:35,0:04:46,0:10:06,0:44:40,0:24:31,0:29:59,0:38:00,0:41:39,,
140H,3,4/14/2024 14:00,47,6-2sqrt3,7sqrt7 /26,13,6-Jul,,25/98,,13,sqrt3 /3,1,1,0,0,0,,1,,0,0,0:02:55,0:08:04,0:48:53,0:44:56,0:44:10,0:46:42,0:42:57,0:46:13,0:46:09,0:46:00
033F,3,4/14/2024 14:12,47,6+2sqrt(3),sqrt(7)/14,4sqrt(3),1.5,,,,,,1,0,1,1,0,,,,,,0:00:06,0:18:28,0:18:34,0:24:03,0:37:36,,,,,
081D,1,4/14/2024 14:00,47,3sqrt3,1-sqrt3/2,,,,,3pi/4,,,1,0,0,,,,,0,,,0:26:23,0:47:00,0:49:54,0:38:32,,,0:38:29,0:37:58,,
289E,2,4/14/2024 14:00,47,6-2sqrt(3),(sqrt(6) - sqrt(2))/4,5sqrt(3),5-Apr,12,4-Jan,15sqrt3,12,16-Jan,1,1,0,0,0,0,0,0,0,0,0:03:19,0:21:37,0:15:39,0:30:10,0:30:38,0:46:37,0:46:41,0:46:45,0:46:47,0:46:52
293C,4,4/14/2024 14:00,47,6-2*3^(1/2),7^(1/2)/14,4*3^(1/2),,,8-Jan,,,,1,1,1,1,,,0,,,,0:10:13,0:14:26,0:20:59,0:39:40,0:49:28,0:48:42,0:49:52,,,
148E,4,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,6-May,(23sqrt34)/15,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0:01:40,0:04:04,0:09:29,0:15:53,0:49:40,0:37:26,0:49:50,0:49:52,0:49:59,0:49:54
249F,3,4/14/2024 14:00,47,6-2sqrt3,(3sqrt7)/7,(11sqrt2-sqrt3)/4,,2sqrt34,25/38,,6,(2sqrt3)/9,1,1,0,0,,1,0,,0,0,0:01:54,0:25:43,0:25:21,0:26:17,,0:35:30,0:35:21,0:49:51,0:49:53,0:48:36
307G,5,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,(sqrt241-1)/2,2,5,7,pi/2-(3sqrt3)/4,19,sqrt3/2,1,1,1,0,0,0,0,1,1,0,0:01:56,0:02:48,0:28:57,0:16:10,0:49:55,0:49:14,0:49:12,0:47:14,0:37:08,0:49:07
254H,3,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,2sqrt15,21,21,21,21,21,,1,1,1,0,0,0,0,0,0,,0:04:29,0:09:25,0:48:52,0:49:17,0:49:18,0:49:23,0:49:25,0:49:27,0:49:29,
293D,5,4/14/2024 14:00,47,6-2*3^0.5,1/14*7^0.5,4*3^0.5,,2*34^0.5,,,,,1,1,1,1,,1,,,,,0:07:21,0:16:19,0:20:29,0:24:53,,0:45:42,,,,
033G,3,4/14/2024 14:00,47,6+2sqrt(3),sqrt(7)/14,4sqrt(3),1.5,,,,,,1,0,1,1,0,,,,,,0:03:04,0:11:12,0:24:46,0:30:07,0:47:32,,,,,
284H,8,4/14/2024 14:00,47,6 - 2 sqrt 3 ,sqrt 7 / 14,4 sqrt 3,14-Nov,2 sqrt 34,25/73,pi/2 - (3 sqrt 3)/4,18,(2 sqrt 3 + 6)/9,1,1,1,1,1,1,0,1,0,1,0:03:45,0:03:52,0:12:47,0:22:09,0:22:10,0:26:00,0:34:03,0:37:09,0:48:32,0:48:29
081E,3,4/14/2024 14:00,49,6-2sqrt3,sqrt7/14,11,4-Mar,2sqrt34,30-Jul,pi-12sqrt3/13,2sqrt65,3-Feb,0,1,1,0,0,1,0,0,0,0,0:49:55,0:03:43,0:14:41,0:44:18,0:48:48,0:26:10,0:40:18,0:29:05,0:49:07,0:48:32
310F,1,4/14/2024 14:00,47,6-sqrt3,(2-sqrt3)/2,sqrt2,1:01,3-Apr,5,1/3pi-sqrt3/2,5sqrt3,1:01,1,0,0,0,0,0,0,0,0,0,0:42:49,0:49:28,0:49:57,0:15:53,0:47:47,0:21:58,0:24:24,0:26:12,0:31:14,0:47:24
329H,1,4/14/2024 14:00,47,6+2sqrt3,0.2,2sqrt15,1,11,,1,13,1:03,1,0,0,0,0,0,,0,0,0,0:15:02,0:21:27,0:33:47,0:36:55,0:37:16,0:45:43,,0:45:47,0:46:58,0:47:14
238D,0,4/14/2024 14:01,,(3sqrt3)/2,,,,,,,,,,0,,,,,,,,,,0:16:59,,,,,,,,
127G,7,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,14-Nov,2sqrt34,25/98,203,sqrt201,sqrt3/2,1,1,1,1,1,1,1,0,0,0,0:03:43,0:06:36,0:10:12,0:18:12,0:24:55,0:29:55,0:41:21,0:49:04,0:45:51,0:48:47
230E,2,4/14/2024 14:00,47,6-2sqrt3,Nov-60,,,,sqrt7/5,pisqrt3,,,1,1,0,,,,0,0,,,0:01:50,0:09:17,0:23:27,0:37:21,0:40:11,0:40:17,0:49:53,0:36:35,,
282H,6,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,14-Nov,2sqrt34,25/73,6sqrt3,361/12,,1,1,1,1,1,1,0,0,0,,0:02:09,0:06:32,0:48:28,0:11:22,0:22:06,0:43:04,0:46:20,0:49:29,0:49:37,
136G,4,4/14/2024 14:00,47,6-2sqrt3,,,,2sqrt34,,\frac{2pi-3sqrt3}{4},,,1,1,,,,1,,1,,,0:02:25,0:21:10,0:15:23,,,0:21:46,0:49:37,0:47:50,0:48:47,
290E,7,4/14/2024 14:01,47,6-2sqrt3,sqrt7/14,4sqrt3,14/19,2sqrt34,25/98,1/2 pi - 3sqrt3/4,,,1,1,1,1,0,1,1,1,,,0:01:58,0:04:10,0:06:53,0:13:08,0:24:42,0:30:12,0:39:06,0:47:09,0:49:34,
336G,2,4/14/2024 14:00,47,6-2sqrt3,,,,,,,,,1,1,,,,,,,,,0:13:29,0:13:37,0:13:52,0:49:42,,,,,,
083G,4,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,sqrt3/2,12,sqrt3/2,24,24,,1,1,1,1,0,0,0,0,0,,0:05:15,0:25:16,0:18:46,0:43:12,0:43:15,0:49:13,0:49:25,0:49:28,0:49:31,
083H,5,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,14-Nov,3sqrt2 + sqrt13,(249-7sqrt449)/50,,,,1,1,1,1,1,0,0,,,,0:01:39,0:05:32,0:15:25,0:18:55,0:47:41,0:49:54,0:49:27,,,
327E,0,4/14/2024 14:01,1945,3sqrt3,(sqrt6)/2,sqrt183,1,17/9,sqrt2,(3sqrt3)/4+pi,sqrt(52+15sqrt3),1,0,0,0,0,0,0,0,0,0,0,0:05:39,0:07:02,0:09:19,0:11:23,0:12:46,0:20:04,0:34:08,0:36:33,0:40:34,0:49:20
277H,5,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,5sqrt3,17/26,2sqrt(34),25/98,,,,1,1,1,0,0,1,1,,,,0:05:00,0:05:04,0:13:28,0:16:58,0:38:18,0:48:04,0:46:55,0:49:39,,
032F,0,4/14/2024 14:40,46,2,1,12,,17,2.8,,,1,0,0,0,0,,0,0,,,0,0:10:17,0:13:57,0:08:37,0:09:43,0:13:58,0:11:16,0:11:44,0:11:54,0:13:50,0:13:26
322H,4,4/14/2024 14:01,47,6-2sqrt3,sqrt7/14,\sqrt3/4,14-Nov,,,,,(5sqrt(3))/8,1,1,1,0,1,,,,,0,0:03:52,0:05:22,0:09:14,0:40:34,0:49:34,,,,,0:40:27
137E,1,4/14/2024 14:01,47,sqrt(3),1,sqrt183,1,11.5,,( pi)/12 -(9sqrt(3))/8,17,,1,0,0,0,0,0,,0,0,,0:30:13,0:09:01,0:46:12,0:46:40,0:46:56,0:47:12,0:47:39,0:49:43,0:48:45,
205H,4,4/14/2024 14:00,47,6-2sqrt3                                                                                                                                                ,sqrt2/2,7/4sqrt3,14-Nov,6sqrt2,25/98,,,3/4sqrt3,1,1,0,0,1,0,1,,,0,0:03:35,0:47:50,0:43:36,0:43:26,0:39:24,0:43:51,0:36:08,0:45:16,0:45:28,0:37:05
128F,1,4/14/2024 14:00,sqrt 793,5.35,0.189,,14-Nov,,,0.27,,,0,0,0,,1,,,0,,,0:14:55,0:49:42,0:49:46,,0:43:52,,,0:49:56,0:49:48,
153F,3,4/14/2024 14:01,47,6-2sqrt3,sqrt37/37, 4sqrt3,14/15,,,pi-3sqrt3/4,,,1,1,0,1,0,,,0,,,0:02:45,0:04:57,0:08:23,0:19:49,0:41:58,,0:31:35,0:31:40,,
272G,0,4/14/2024 14:00,61,4,0.75,1,2,23,4,20,14,4,0,0,0,0,0,0,0,0,0,0,0:07:50,0:12:21,0:39:45,0:23:20,0:23:23,0:36:57,0:37:30,0:39:38,0:37:11,0:40:30
293E,2,4/14/2024 14:00,47,6-2*3^(1/2),2^(1/2),,,,,,,,1,1,0,,,,,,,,0:03:28,0:10:01,0:45:36,0:49:03,0:42:49,0:42:47,0:42:46,0:42:44,0:42:39,
301G,4,4/14/2024 14:01,47,2.5,\sqrt{7}/14,,14-Nov,,,(2pi-3\sqrt{3})/4,,,1,0,1,,1,,,1,,,0:02:20,0:06:06,0:08:33,0:26:42,0:26:50,0:32:23,0:32:44,0:32:07,,
228G,1,4/14/2024 14:00,47,3,(3sqrt7)/7,(1+sqrt241)/2,3-Apr,138/27,4-Jan,4pi-8,(5sqrt3)/2,2-Jan,1,0,0,0,0,0,0,0,0,0,0:01:22,0:05:10,0:13:12,0:41:07,0:42:16,0:18:29,0:45:14,0:49:48,0:20:25,0:21:49
181G,6,4/14/2024 14:00,47,6-2sqrt3,\sqrt7/14,4sqrt3,14-Nov,sqrt251,25/98,pi-(3sqrt3)/4,4sqrt3,12-Nov,1,1,1,1,1,0,1,0,0,0,0:01:09,0:08:20,0:48:43,0:22:05,0:26:57,0:27:00,0:48:45,0:37:08,0:49:44,0:49:35
292H,6,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,14-Nov,2sqrt34,sqrt(373325/941192),,,,1,1,1,1,1,1,0,,,,0:02:23,0:03:40,0:05:26,0:09:55,0:16:24,0:21:06,0:37:50,,,
314H,8,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,4sqrt3,14-Nov,2sqrt34,25/98,pi/2 - (3sqrt3)/4,,1+sqrt3/9,1,1,1,1,1,1,1,1,,0,0:00:49,0:03:44,0:04:59,0:08:53,0:13:55,0:16:26,0:21:57,0:24:54,0:48:18,0:40:31
071F,0,4/14/2024 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081G,6,4/14/2024 14:02,47,6-2sqrt3,sqrt7/14,4sqrt3,14-Nov,2sqrt34,25/73,pi-3/4,35/2,sqrt3/3,1,1,1,1,1,1,0,0,0,0,0:03:00,0:09:58,0:07:45,0:17:51,0:17:57,0:24:10,0:36:44,0:45:32,0:48:47,0:49:41
230F,2,4/14/2024 14:06,47,6-2sqrt3,,,,,,,,,1,1,,,,,,,,,0:14:11,0:18:55,,,,,,,,
181H,6,4/14/2024 14:00,47,6-2sqrt3,(sqrt7)/14,4sqrt3,6-May,2sqrt34,25/98,(7pi)/4,16sqrt3/3,18/19,1,1,1,1,0,1,1,0,0,0,0:02:47,0:05:47,0:12:40,0:15:50,0:49:09,0:32:34,0:46:18,0:48:24,0:47:32,0:48:00
313G,1,4/14/2024 14:11,47,20-Sep,0.25,6,10-Apr,4,4.2,4,3,2,1,0,0,0,0,0,0,0,0,0,0:00:16,0:00:18,0:03:19,0:03:28,0:03:32,0:03:34,0:03:38,0:03:16,0:03:10,0:03:06
233E,1,4/14/2024 14:00,47,6-3sqrt(3),,,,,,,,,1,0,,,,,,,,,0:04:00,0:07:37,0:46:17,,,,,,,
154H,8,4/14/2024 14:01,47,6-2sqrt3,sqrt7/14,4sqrt3,14-Nov,2sqrt34,25/98,pi/2-\frac{3sqrt3}{4},7sqrt3,(sqrt3+1)/4,1,1,1,1,1,1,1,1,0,0,0:03:04,0:03:09,0:47:06,0:16:06,0:22:26,0:29:10,0:40:03,0:40:23,0:49:30,0:48:53
127H,5,4/14/2024 14:27,47,6-2sqrt3,1/(2sqrt7),4sqrt3,14-Nov,1/(2sqrt7),,3/4pi-2sqrt3,19,(25sqrt3)/48,1,1,0,1,1,0,,0,1,0,0:01:07,0:24:53,0:23:56,0:20:20,0:11:12,0:20:17,,0:04:40,0:26:18,0:02:40
267G,3,4/14/2024 14:08,47,（3sqrt3)/2,sqrt133/14,4sqrt3,9-Nov,sqrt136,25/98,,,,1,0,0,1,0,0,1,,,,0:00:52,0:01:08,0:48:05,0:29:26,0:37:22,0:37:31,0:48:57,,,
075G,5,4/14/2024 14:00,47,6-2sqrt3,sqrt7/14,8sqrt3,14-Nov,(33sqrt2)/7,25/98,,,sqrt(5/6),1,1,1,0,1,0,1,,,0,0:01:16,0:02:09,0:10:38,0:22:31,0:44:54,0:17:07,0:31:58,0:19:33,,0:47:48
104F,6,4/14/2024 14:00,47,6-2sqrt(3),1/(2\sqrt{7}),4sqrt(3),11:14,2sqrt(34),25/98,,,,1,1,0,1,1,1,1,,,,0:01:16,0:03:54,0:06:54,0:11:45,0:17:37,0:23:21,0:28:29,,,
267H,2,4/14/2024 14:00,47,(3sqrt3)/2,,4sqrt3,11-Sep,sqrt136,,,,,1,0,,1,0,0,,,,,0:03:23,0:08:29,0:49:10,0:28:22,0:46:28,0:45:52,,,,
249G,3,4/14/2024 14:00,47,6-2sqrt3,(3sqrt7)/7,(11sqrt2-sqrt3)/4,,2sqrt34,25/38,3,,(2sqrt3)/9,1,1,0,0,,1,0,0,,0,0:01:54,0:04:19,0:26:01,0:21:30,0:20:37,0:35:13,0:35:47,0:48:56,,0:46:52
049F,2,4/14/2024 14:00,47,2.5,sqrt7/14,sqrt3(5*sqrt13/2-1/2),2-Jan,,,3pi/2 ,,,1,0,1,0,0,,,0,,,0:07:07,0:13:56,0:18:52,0:44:40,0:40:13,,,0:49:02,,
319F,2,4/14/2024 14:00,47,6-2sqrt3,(3sqrt2-sqrt3)/6,8,,3-Oct,3:3sqrt2,(3pi-sqrt3)/4,6/sqrt3,1,1,1,0,0,,0,0,0,0,0,0:02:42,0:08:23,0:39:02,0:39:22,0:44:02,0:44:08,0:44:50,0:46:19,0:47:57,0:22:44
200H,2,4/14/2024 14:00,47,6-2root2(3),root2(3)/2-1,2,3,2,1,2,root2(3),6,1,1,0,0,0,0,0,0,0,0,0:08:35,0:44:29,0:45:04,0:45:52,0:45:54,0:45:57,0:45:59,0:46:01,0:46:14,0:46:25
109E,0,4/14/2024 14:00,5sqrt29+12,sqrt171/2,(sqrt5-sqrt2)/2,,,,,,,,0,0,0,,,,,,,,0:40:54,0:24:14,0:33:18,,,,,,,
017E,7,4/14/2024 14:00,47,6-2\sqrt{3},\frac{\sqrt{7}}{14},4\sqrt{3},\frac{11}{14},2\sqrt{34},\frac{25}{98},6pi,,2\sqrt{3},1,1,1,1,1,1,1,0,,0,0:02:37,0:03:55,0:07:09,0:12:36,0:18:15,0:21:38,0:39:06,0:49:31,0:39:08,0:49:46
171H,1,4/14/2024 14:00,47,2sqrt3,1+sqrt3/4,2-Mar,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0:06:09,0:13:46,0:49:37,0:49:49,0:49:50,0:49:51,0:49:52,0:49:54,0:49:55,0:49:56
177H,1,4/14/2024 14:00,49,6-2sqrt3,2sqrt2-sqrt3-1,sqrt122/2,5-Apr,17,23/75,(pi-sqrt3)/2,6,6-Jul,0,1,0,0,0,0,0,0,0,0,0:04:35,0:10:19,0:44:48,0:22:46,0:24:49,0:28:09,0:44:07,0:33:42,0:36:27,0:49:58
293F,2,4/14/2024 14:00,47,6-2*3^(1/2),2^(1/2),(243^(1/2)-3^(1/2))/2,3-Jan,6,(5*2^(1/2)-1)/49,4-Mar,,3^(1/2)/3,1,1,0,0,0,0,0,0,,0,0:03:18,0:07:49,0:44:43,0:19:34,0:46:17,0:45:12,0:41:59,0:48:49,0:48:09,0:25:00
336H,2,4/14/2024 14:00,47,6-2sqrt3,sqrt3/6,4-Mar,3-Jan,17,4-Jan,pi/4-sqrt3/2,8,3-Jan,1,1,0,0,0,0,0,0,0,0,0:06:00,0:11:17,0:43:37,0:45:47,0:41:46,0:41:53,0:42:00,0:49:24,0:42:19,0:42:32
259G,0,4/14/2024 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
